kapper;1_profit;1_bets;2_profit;2_bets;3_profit;3_bets;4_profit;4_bets;5_profit;5_bets;6_profit;6_bets;7_profit;7_bets;8_profit;8_bets;9_profit;9_bets;10_profit;10_bets;11_profit;11_bets;12_profit;12_bets;13_profit;13_bets;14_profit;14_bets;15_profit;15_bets;16_profit;16_bets;17_profit;17_bets;18_profit;18_bets;19_profit;19_bets;20_profit;20_bets;21_profit;21_bets;22_profit;22_bets;23_profit;23_bets;24_profit;24_bets;25_profit;25_bets;26_profit;26_bets;27_profit;27_bets;28_profit;28_bets;29_profit;29_bets;30_profit;30_bets
%c0%ed%e0%ed%e0%f1%ee%e2%ee%e5%d1%f7%e0%f1%f2%fc%e5;+29.51;8;+29.63;15;+35.07;23;+52.60;27;+74.83;33;+83.96;37;+107.87;43;+113.80;46;+109.20;50;+125.87;54;+135.93;57;+160.36;63;+177.38;67;+173.25;69;+176.06;71;+178.11;74;+178.11;76;+172.06;81;+196.37;86;+200.43;90;+172.49;91;+147.47;92;+170.58;98;+198.10;103;+198.10;103;+198.10;103;+198.10;103;+198.10;103;+198.10;103;+198.10;103
LOVEforSPORT;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;+14.62;7;+43.12;9;+102.31;13;+121.35;18;+128.53;19;+151.32;23;+162.06;26;+181.91;29;+154.50;31;+181.39;33;+192.64;36;+208.48;38;+230.78;40;+252.43;43;+212.43;48;+206.91;50;+221.68;53;+221.68;53;+221.68;53;+221.68;53;+221.68;53;+221.68;53;+221.68;53
Russlr13;0.00;1;+17.04;5;+17.04;5;+17.04;5;+15.16;11;+25.02;13;+28.20;17;+21.06;19;+41.30;23;+41.30;23;+41.30;23;+45.88;26;+68.75;31;+90.20;34;+73.78;35;+81.15;36;+87.02;39;+87.02;39;+114.61;42;+123.73;43;+133.23;46;+133.23;46;+151.10;49;+146.08;50;+146.08;50;+146.08;50;+146.08;50;+146.08;50;+146.08;50;+146.08;50
fol;0.00;5;+38.37;13;+31.76;18;+53.61;21;+61.76;24;+71.06;27;+80.24;30;+79.07;35;+99.20;36;+100.73;40;+97.61;41;+94.35;46;+102.59;53;+92.42;55;+102.94;62;+125.36;71;+107.76;74;+94.10;77;+115.04;81;+117.90;86;+137.84;94;+142.17;99;+135.22;107;+135.41;112;+135.41;112;+135.41;112;+135.41;112;+135.41;112;+135.41;112;+135.41;112
Trader_EVG;+3.64;2;+3.64;2;+7.72;5;+7.72;8;+15.32;12;+19.70;14;+14.75;16;+13.14;20;+3.74;24;+44.93;27;+44.93;27;+50.73;33;+55.69;34;+54.04;37;+61.46;39;+67.72;40;+67.24;42;+67.24;43;+88.99;48;+88.99;49;+88.91;51;+80.10;56;+107.32;57;+118.40;61;+118.40;61;+118.40;61;+118.40;61;+118.40;61;+118.40;61;+118.40;61
vitaliy_smolenskiy;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+12.75;8;+31.10;11;+48.03;21;+31.82;26;+54.25;29;+62.94;30;+62.94;30;+62.94;30;+62.94;30;+62.94;30;+62.94;30;+62.94;30
spasatel13;+17.42;8;+43.23;10;+43.23;11;+49.10;12;+49.10;12;+56.74;14;+61.06;15;+65.65;17;+73.00;18;+73.00;19;+83.13;20;+83.13;20;+83.13;20;+81.62;23;+59.95;31;+42.85;45;+72.16;57;+39.62;69;+107.38;77;+110.11;84;+127.82;88;+143.48;90;+132.56;97;+148.84;104;+148.84;104;+148.84;104;+148.84;104;+148.84;104;+148.84;104;+148.84;104
Djon Silver;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;-2.48;7;+9.18;13;+20.66;16;+29.90;21;+38.55;26;+47.31;31;+60.96;34;+81.33;38;+81.33;39;+78.40;42;+76.26;44;+80.61;48;+92.71;49;+113.14;53;+101.80;58;+118.84;64;+124.05;67;+149.19;71;+119.63;80;+119.63;80;+119.63;80;+119.63;80;+119.63;80;+119.63;80;+119.63;80
rammsteinius;0.00;2;-0.75;3;+2.46;5;+5.72;8;+28.24;12;+26.89;15;+3.40;20;+7.66;24;+12.24;27;+4.95;29;+4.95;31;+13.08;34;+25.21;36;+13.03;40;+26.12;42;+18.26;45;+34.55;48;+39.38;51;+43.35;54;+52.93;57;+87.72;61;+87.72;63;+77.51;65;+84.51;68;+84.51;68;+84.51;68;+84.51;68;+84.51;68;+84.51;68;+84.51;68
Colop;+4.30;2;+8.97;3;+16.66;6;+10.83;8;+19.65;10;+32.14;12;+25.53;14;+28.69;15;+30.99;16;+36.87;17;+38.57;19;+47.63;20;+40.27;21;+50.06;23;+43.92;26;+41.38;28;+55.47;29;+47.72;31;+73.24;34;+73.62;35;+79.78;36;+84.53;37;+90.88;38;+90.88;38;+90.88;38;+90.88;38;+90.88;38;+90.88;38;+90.88;38;+90.88;38
ilyamotin;0.00;2;+7.24;5;+15.16;7;+15.16;7;+15.16;7;+15.16;7;+15.16;7;+21.32;9;+29.64;11;+29.64;11;+33.08;13;+38.33;14;+42.47;15;+35.37;16;+44.83;18;+44.88;19;+52.54;21;+57.26;25;+79.87;26;+90.21;28;+82.95;29;+81.09;32;+81.09;32;+92.11;33;+92.11;33;+92.11;33;+92.11;33;+92.11;33;+92.11;33;+92.11;33
Mamiconovich;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;+10.51;8;+30.97;10;+80.89;15;+77.51;20;+100.57;24;+97.06;25;+84.87;29;+84.87;29;+84.87;29;+84.87;29;+84.87;29;+84.87;29;+84.87;29
%ca%e8%f1%fc%ec%e0;0.00;7;0.00;7;0.00;7;0.00;7;0.00;7;0.00;7;0.00;7;0.00;7;0.00;7;0.00;7;0.00;7;0.00;7;0.00;7;+29.65;15;+27.46;21;+62.84;29;+68.91;34;+64.51;39;+60.66;48;+65.23;53;+65.23;53;+96.13;56;+107.87;65;+99.56;67;+99.56;67;+99.56;67;+99.56;67;+99.56;67;+99.56;67;+99.56;67
Lenyakapper228;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;+5.49;5;+8.66;6;+21.83;12;+22.77;15;+27.70;21;+41.65;29;+40.77;33;+49.86;34;+52.92;39;+52.92;39;+52.92;39;+52.92;39;+52.92;39;+52.92;39;+52.92;39;+52.92;39
arturame;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;0.00;5;+26.73;13;+39.12;18;+29.20;26;+37.90;30;+49.31;37;+46.00;39;+31.77;45;+38.30;47;+36.21;49;+47.20;52;+75.92;55;+91.01;56;+99.88;58;+80.40;60;+71.78;64;+71.78;64;+71.78;64;+71.78;64;+71.78;64;+71.78;64;+71.78;64;+71.78;64
Prosto Vasya;0.00;1;0.00;1;0.00;1;0.00;1;+11.48;11;+33.00;19;+38.50;27;+29.88;32;+27.74;35;+51.02;42;+83.79;49;+100.99;57;+108.39;62;+123.24;67;+126.41;71;+109.77;74;+91.43;79;+97.54;83;+61.05;87;+46.20;89;+46.20;90;+39.64;91;+39.64;91;+39.64;91;+39.64;91;+39.64;91;+39.64;91;+39.64;91;+39.64;91;+39.64;91
prognozmoney;+3.83;3;+9.43;6;+19.42;9;+25.46;10;+19.19;13;+19.19;13;+19.19;13;+19.19;13;+19.19;13;+19.19;13;+31.24;15;+18.46;17;+40.43;21;+40.43;21;+38.35;23;+48.47;25;+39.38;28;+36.78;30;+55.82;32;+62.43;35;+62.43;35;+52.10;36;+52.10;36;+52.10;36;+52.10;36;+52.10;36;+52.10;36;+52.10;36;+52.10;36;+52.10;36
gerri;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;-1.47;12;+9.71;20;+20.16;25;+39.66;33;+30.28;36;+53.41;44;+46.69;51;+76.81;60;+86.14;69;+96.02;79;+84.26;89;+89.52;95;+110.86;105;+130.91;106;+119.40;111;+100.77;114;+97.43;116;+87.60;117;+87.60;117;+87.60;117;+87.60;117;+87.60;117;+87.60;117;+87.60;117
Fidch;0.00;2;-5.12;8;-12.30;10;-8.59;16;-4.64;17;0.00;21;+4.09;24;+5.79;30;+13.20;40;+18.36;43;+14.61;50;+16.74;62;+32.42;68;+28.42;74;+21.13;83;+24.67;85;+22.77;87;+30.41;92;+30.41;92;+27.31;104;+38.97;115;+38.56;120;+38.66;130;+47.37;141;+47.37;141;+47.37;141;+47.37;141;+47.37;141;+47.37;141;+47.37;141
PowerPlay;0.00;2;0.00;2;0.00;2;+7.94;7;+21.56;9;+31.09;10;+36.52;11;+36.52;11;+36.52;11;+41.57;12;+41.57;12;+47.59;13;+62.70;16;+74.65;17;+74.65;17;+65.92;20;+65.92;20;+42.26;22;+42.26;22;+42.26;22;+49.34;24;+49.95;26;+49.95;26;+49.95;26;+49.95;26;+49.95;26;+49.95;26;+49.95;26;+49.95;26;+49.95;26
vadimbelinovich;-4.99;2;-4.99;2;-4.99;2;-4.99;2;-4.99;2;-4.99;2;-4.99;2;+10.62;3;+26.06;7;+26.06;7;+26.06;7;+20.91;8;+20.91;8;+38.42;10;+31.52;11;+12.79;13;+12.79;13;+12.79;14;+26.33;17;+48.28;20;+69.69;23;+67.35;25;+55.95;30;+54.68;33;+54.68;33;+54.68;33;+54.68;33;+54.68;33;+54.68;33;+54.68;33
Iwwwan;0.00;1;+4.00;2;+8.06;3;+11.84;4;+19.51;7;+22.03;8;+27.34;10;+26.70;12;+26.70;12;+26.70;13;+36.39;14;+37.25;17;+42.79;19;+50.08;20;+43.22;21;+39.67;23;+32.77;24;+37.62;25;+42.09;27;+35.34;30;+38.76;32;+31.82;33;+36.52;36;+36.52;36;+36.52;36;+36.52;36;+36.52;36;+36.52;36;+36.52;36;+36.52;36
Dan1986;+2.57;8;+5.39;13;+4.92;16;+4.86;21;+4.91;27;+7.03;30;+12.62;37;+26.89;43;+30.27;47;+30.44;50;+25.19;52;+25.19;52;+35.73;55;+35.89;59;+45.48;62;+43.35;66;+34.55;73;+39.85;80;+38.78;89;+35.20;96;+23.73;101;+36.55;109;+51.62;117;+58.77;120;+58.77;120;+58.77;120;+58.77;120;+58.77;120;+58.77;120;+58.77;120
%eb%ee%ea01;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;+10.04;3;-1.05;5;+5.55;12;+20.32;14;+45.26;21;+27.23;24;+27.23;24;+27.23;24;+27.23;24;+27.23;24;+27.23;24;+27.23;24;+27.23;24
winning streak;0.00;1;0.00;1;0.00;1;0.00;2;+3.79;3;+3.79;3;+3.79;3;+3.79;5;+9.21;6;+7.04;9;+7.04;9;+16.98;10;+22.60;11;+22.60;12;+29.73;14;+38.08;15;+44.83;17;+44.83;17;+44.83;17;+51.15;20;+51.15;20;+48.80;22;+48.80;22;+66.96;24;+66.96;24;+66.96;24;+66.96;24;+66.96;24;+66.96;24;+66.96;24
MaximNosov2012;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;+1.10;4;+0.40;5;+4.50;6;+9.00;7;+14.95;9;+23.95;10;+18.18;13;+18.18;13;+31.22;15;+42.53;19;+39.93;23;+34.45;27;+44.55;30;+50.55;31;+50.55;31;+50.55;31;+50.55;31;+50.55;31;+50.55;31;+50.55;31
%c2%ee%c4%e5%c1%f3%ea;0.00;2;0.00;2;0.00;2;0.00;2;+12.54;3;+6.91;4;+6.91;4;+6.91;4;+6.91;4;+6.91;4;+16.76;5;+36.90;8;+40.85;9;+45.77;12;+49.52;14;+56.28;16;+61.46;17;+69.09;19;+54.22;20;+54.22;20;+54.22;20;+54.22;20;+54.22;20;+54.22;20;+54.22;20;+54.22;20;+54.22;20;+54.22;20;+54.22;20;+54.22;20
aleshka09;0.00;2;+1.37;4;+14.13;8;+12.33;13;+16.12;19;+8.39;30;+15.68;35;+12.39;39;+10.73;46;+10.73;46;+16.22;55;+14.82;65;+12.83;69;+24.49;76;+37.02;79;+37.02;79;+45.03;81;+31.51;88;+33.06;97;+39.52;110;+42.93;111;+32.99;120;+39.13;122;+39.13;122;+39.13;122;+39.13;122;+39.13;122;+39.13;122;+39.13;122;+39.13;122
BandyTime;0.00;1;-3.00;2;+4.56;4;+6.90;5;+6.40;7;+6.40;9;+12.76;10;+12.76;11;+11.29;13;+11.29;13;+11.29;13;+17.41;17;+16.10;19;+19.11;27;+19.11;29;+15.14;32;+17.51;33;+17.51;33;+12.82;37;+16.85;39;+23.09;41;+23.09;43;+22.17;48;+27.32;52;+27.32;52;+27.32;52;+27.32;52;+27.32;52;+27.32;52;+27.32;52
proton88;-2.11;5;+5.21;11;+2.11;14;+4.38;16;+3.06;21;+9.08;24;+6.75;27;+11.23;31;+12.47;33;+11.91;36;+11.91;36;+19.47;40;+21.25;43;+20.22;46;+24.90;51;+27.81;55;+30.90;59;+22.35;61;+35.86;65;+40.51;68;+40.51;68;+46.81;70;+44.61;74;+48.17;75;+48.17;75;+48.17;75;+48.17;75;+48.17;75;+48.17;75;+48.17;75
lupercalacab;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;+1.68;4;+7.87;6;+20.70;8;+20.70;8;+22.94;9;+22.94;9;+19.60;10;+25.87;12;+31.68;16;+49.31;20;+43.28;24;+43.28;24;+43.28;24;+43.28;24;+43.28;24;+43.28;24;+43.28;24;+43.28;24;+43.28;24;+43.28;24;+43.28;24
superBecky;0.00;2;0.00;2;0.00;2;0.00;5;0.00;5;+17.70;6;+17.70;6;+17.70;7;+9.12;12;+11.22;13;+41.85;14;+41.85;14;+47.04;15;+42.63;17;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21;+28.73;21
lagunius;0.00;1;0.00;1;+3.55;2;+1.87;5;+1.87;5;+1.87;5;+9.45;6;+9.45;6;+3.98;8;+11.52;9;+15.75;10;+15.75;10;+20.14;11;+14.14;12;+14.14;12;+14.14;12;+14.14;12;+16.68;13;+16.68;13;+20.86;15;+30.25;16;+32.98;17;+35.19;18;+42.22;20;+42.22;20;+42.22;20;+42.22;20;+42.22;20;+42.22;20;+42.22;20
vlgrprsn;-4.99;2;+3.27;3;+2.52;5;+7.08;6;+19.89;8;+19.89;8;+19.89;8;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10;+13.91;10
Kot v meschke;0.00;4;+3.36;6;-2.42;11;-2.29;15;+45.74;22;+46.09;26;+44.96;30;+54.87;36;+54.87;37;+42.73;38;+42.73;38;+42.73;38;+42.73;38;+42.73;38;+42.73;38;+42.73;38;+42.73;38;+42.73;38;+50.92;39;+45.63;40;+45.63;40;+45.63;40;+45.63;40;+45.63;40;+45.63;40;+45.63;40;+45.63;40;+45.63;40;+45.63;40;+45.63;40
AntonioK;0.00;1;0.00;1;+7.04;4;+13.03;6;-0.13;7;-0.13;7;+5.59;8;+4.93;10;-1.64;11;+4.08;12;+4.08;12;+4.08;12;+9.54;13;+9.54;13;+9.54;13;+9.54;13;+9.54;14;+14.54;16;+14.54;16;+14.54;16;+29.61;18;+29.61;18;+29.74;20;+29.74;20;+29.74;20;+29.74;20;+29.74;20;+29.74;20;+29.74;20;+29.74;20
mathematical;0.00;1;+6.79;2;+6.79;2;+6.79;2;+6.79;2;+1.46;5;+1.46;5;+9.41;8;+22.63;11;+11.29;16;+11.29;16;+26.53;18;+36.56;21;+28.51;25;+35.70;29;+10.57;34;+33.74;39;+33.74;42;+40.78;44;+40.09;46;+40.09;47;+48.62;49;+48.62;50;+48.62;50;+48.62;50;+48.62;50;+48.62;50;+48.62;50;+48.62;50;+48.62;50
Kazzzz;0.00;1;0.00;1;+4.24;2;+10.73;9;+10.73;9;+10.73;9;+10.73;9;+10.73;9;+10.73;9;+10.73;9;+10.73;9;+10.73;9;+10.73;9;+10.73;9;+23.49;10;+25.68;12;+22.93;14;+22.93;14;+22.92;17;+31.76;20;+25.52;21;+25.52;21;+25.52;21;+30.82;22;+30.82;22;+30.82;22;+30.82;22;+30.82;22;+30.82;22;+30.82;22
Nedovolnyy;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;4;+19.32;7;+25.63;9;+25.63;9;+23.74;13;+43.20;16;+43.20;16;+45.61;22;+33.49;23;+33.49;23;+33.49;23;+33.49;23;+28.14;27;+28.14;27;+28.14;27;+28.14;27;+28.14;27;+28.14;27;+28.14;27;+28.14;27
r.tischenko;0.00;1;-3.87;2;-7.75;3;-7.75;3;-7.75;3;-7.75;3;-7.75;3;-7.75;3;-7.75;3;-7.75;3;-7.75;3;-7.75;3;-7.75;3;-0.89;4;-0.89;4;+5.27;7;+5.27;7;+5.27;7;+4.38;8;+4.38;8;+4.38;8;+12.48;10;+18.29;11;+18.71;14;+18.71;14;+18.71;14;+18.71;14;+18.71;14;+18.71;14;+18.71;14
Aleks_34;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;0.00;2;+9.29;3;+3.86;4;+3.86;4;+3.86;4;+3.86;4;+11.02;6;+19.58;7;+22.17;8;+27.04;10;+29.44;12;+39.81;13;+33.67;14;+33.67;15;+33.67;15;+33.67;15;+33.67;15;+33.67;15;+33.67;15;+33.67;15;+33.67;15;+33.67;15;+33.67;15;+33.67;15;+33.67;15
winnyTHEpooh;+3.89;2;+0.26;3;+3.52;5;+3.52;5;+3.52;5;+3.52;5;+3.52;5;+8.39;9;+8.39;9;+8.39;9;+14.14;12;+15.55;14;+15.31;17;+12.57;19;+16.05;20;+11.41;21;+15.81;24;+15.81;24;+13.97;26;+18.11;27;+18.26;29;+20.58;31;+25.61;35;+28.64;36;+28.64;36;+28.64;36;+28.64;36;+28.64;36;+28.64;36;+28.64;36
Alone in the Dark;0.00;1;+3.24;3;+6.44;4;+6.44;5;+6.44;5;+8.09;6;+10.82;7;+13.09;8;+15.07;9;+15.07;10;+16.50;12;+20.28;13;+21.91;14;+23.70;15;+26.35;16;+28.47;17;+30.07;18;+32.76;19;+34.91;20;+37.12;21;+33.69;22;+36.09;24;+39.28;25;+33.71;27;+33.71;27;+33.71;27;+33.71;27;+33.71;27;+33.71;27;+33.71;27
%e4%e0%eb%fc%ed%ee%e1%ee%e9%f9%e8%ea;0.00;1;0.00;1;0.00;1;+2.85;2;+5.39;3;+2.23;4;+4.86;6;+4.86;6;+2.78;8;+2.78;8;+2.82;12;+2.82;12;+2.82;12;+2.82;12;+11.27;14;+11.27;15;+16.55;16;+20.48;17;+21.91;19;+28.63;20;+28.63;20;+28.59;22;+31.97;23;+35.28;24;+35.28;24;+35.28;24;+35.28;24;+35.28;24;+35.28;24;+35.28;24
tumanov19;0.00;1;+2.85;2;+6.96;3;+6.96;3;+6.96;3;+11.41;6;+8.03;8;+11.71;10;+16.61;12;+8.44;15;+18.21;19;+29.49;22;+31.25;25;+33.23;27;+33.23;27;+33.23;27;+33.23;27;+33.23;27;+26.61;29;+30.79;30;+18.38;34;+16.94;35;+16.94;35;+11.10;36;+11.10;36;+11.10;36;+11.10;36;+11.10;36;+11.10;36;+11.10;36
%c4%e8%ec%ea%e01995;0.00;1;0.00;1;+3.05;2;+3.05;5;+3.05;5;+11.05;6;+8.12;9;+8.12;9;+10.18;12;+15.54;13;+17.20;15;+23.20;16;+25.96;18;+25.96;18;+25.96;20;+36.39;21;+32.28;22;+28.30;23;+23.94;26;+38.39;28;+38.39;28;+38.39;28;+31.62;32;+31.62;32;+31.62;32;+31.62;32;+31.62;32;+31.62;32;+31.62;32;+31.62;32
Hockman;+5.48;5;+5.48;5;+5.48;5;+5.48;5;+5.48;5;+8.69;6;+8.89;8;-1.69;10;-1.69;10;+0.86;13;-0.36;17;-0.85;18;+11.70;22;+14.40;27;+14.40;27;+14.40;27;+14.40;27;+3.26;30;+3.26;30;+15.74;31;+21.63;33;+14.02;38;+14.02;38;+15.85;45;+15.85;45;+15.85;45;+15.85;45;+15.85;45;+15.85;45;+15.85;45
twisterfortis;0.00;1;0.00;1;+11.54;2;+11.54;2;+16.93;3;+16.93;3;+16.93;3;+16.93;3;+16.93;3;+11.10;5;+11.10;5;+19.35;6;+19.35;6;+19.35;6;+25.41;8;+33.19;9;+33.19;9;+33.19;9;+33.19;9;+33.19;9;+33.19;9;+40.37;10;+40.37;11;+40.37;11;+40.37;11;+40.37;11;+40.37;11;+40.37;11;+40.37;11;+40.37;11
%d2%e5%ed%ed%e8%f1+%ca%e0%ef%ef%e5%f0;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;-1.72;3;-2.85;5;+0.06;7;+0.06;7;-6.38;12;-6.38;12;+3.40;15;+12.27;16;+16.93;17;+16.93;17;+16.93;17;+16.93;17;+16.93;17;+16.93;17;+20.87;20;+26.37;21;+35.22;25;+41.44;29;+41.44;29;+41.44;29;+41.44;29;+41.44;29;+41.44;29;+41.44;29
Avangard46;0.00;2;-0.75;4;-2.07;5;+1.99;6;+4.80;7;+7.61;8;+11.71;9;+15.23;10;+15.23;10;+18.67;11;+18.67;11;+22.06;12;+24.78;13;+21.06;14;+23.06;15;+23.06;15;+24.47;16;+20.74;18;+21.49;19;+24.77;20;+26.59;21;+22.45;22;+25.93;23;+25.93;23;+25.93;23;+25.93;23;+25.93;23;+25.93;23;+25.93;23;+25.93;23
Alexbasket;-5.00;3;+11.53;6;+16.27;7;+14.82;9;+9.08;10;+26.41;11;+31.65;12;+31.65;12;+37.12;13;+42.94;15;+42.94;15;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16;+35.80;16
amigomoscow-3;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;+10.21;10;-3.01;12;-4.11;13;-4.11;13;-4.11;13;-5.70;21;+3.62;28;+11.65;30;+21.13;34;+27.39;42;+27.39;42;+27.39;42;+27.39;42;+27.39;42;+27.39;42;+27.39;42;+27.39;42;+27.39;42
polaris;-9.26;4;-9.26;4;-9.26;4;+0.17;7;+0.17;7;-9.59;10;-9.59;10;+1.21;15;+1.21;15;+2.01;16;+2.01;17;-7.93;20;-7.93;20;+0.17;23;+16.90;26;+16.90;26;+16.90;26;+24.69;27;+24.69;27;+24.69;27;+24.69;27;+30.86;28;+30.86;28;+30.86;28;+30.86;28;+30.86;28;+30.86;28;+30.86;28;+30.86;28;+30.86;28
sasha_zakon;0.00;1;-1.02;2;-3.26;5;+15.60;7;+26.53;11;+30.12;13;+29.16;14;+39.26;15;+39.26;16;+32.86;17;+32.86;17;+32.86;17;+36.82;20;+24.03;21;+23.13;22;+23.13;22;+23.13;22;+27.29;26;+27.29;26;+24.73;27;+24.73;27;+24.73;27;+24.73;27;+24.73;27;+24.73;27;+24.73;27;+24.73;27;+24.73;27;+24.73;27;+24.73;27
amigomoscow-2;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;0.00;1;+2.40;2;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10;+13.93;10
TennisMasterKZ;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;-4.34;12;+6.86;20;+10.62;31;+27.29;38;+36.72;47;+35.28;55;+30.89;63;+33.54;71;+33.54;71;+33.54;71;+33.54;71;+33.54;71;+33.54;71;+33.54;71
timofeev19;0.00;3;0.00;3;-1.84;7;-10.20;15;-10.20;15;-10.20;15;-10.20;15;-10.20;15;-10.20;15;-10.20;15;-10.20;15;-10.20;15;-10.20;15;+1.97;21;+18.29;28;+25.69;37;+25.49;46;+28.24;47;+28.24;47;+28.24;47;+28.24;47;+28.24;47;+28.24;47;+28.24;47;+28.24;47;+28.24;47;+28.24;47;+28.24;47;+28.24;47;+28.24;47
Nilfgaard;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;0.00;4;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+6.24;5;+10.11;6;+13.46;7;+13.46;7;+13.46;7;+13.46;7;+13.46;7;+13.46;7;+13.46;7
MakcBet 2.0;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+3.89;4;+9.22;7;+5.99;8;+5.99;8;+5.99;8;+5.99;8;+5.99;8;+9.79;10;+13.79;11;+13.79;11;+13.79;11;+13.79;11;+13.79;11;+13.79;11;+13.79;11
Malkovvv;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;-1.84;5;+1.51;6;+4.94;7;+4.94;7;+4.94;7;+4.94;7;+4.94;7;+4.94;7;+12.34;9;+12.34;9;+12.34;9;+16.02;13;+16.02;13;+16.02;13;+16.02;13;+25.10;16;+25.10;16;+25.10;16;+25.10;16;+25.10;16;+25.10;16;+25.10;16
andrey.ugnivenko;0.00;1;-4.01;2;-8.78;3;-8.78;4;-5.43;6;-7.71;8;-4.58;9;-2.49;11;-2.49;11;-2.49;11;+3.42;13;+9.61;17;+11.97;19;+11.97;19;+9.89;21;+9.89;21;+14.43;24;+14.43;24;+15.92;25;+18.69;26;+18.69;26;+21.13;28;+23.85;29;+28.29;31;+28.29;31;+28.29;31;+28.29;31;+28.29;31;+28.29;31;+28.29;31
swot;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;0.00;3;+3.98;8;+12.06;12;+13.25;15;+3.82;21;-15.46;29;+12.69;35;+21.45;38;+21.45;38;+21.45;38;+21.45;38;+21.45;38;+21.45;38;+30.96;41;+30.96;41;+30.96;41;+30.96;41;+30.96;41;+30.96;41;+30.96;41;+30.96;41
gurey;0.00;8;+7.93;16;-8.11;24;-1.85;30;+2.85;38;+2.23;46;+5.28;54;+3.31;62;+2.20;70;-5.46;78;-5.49;86;+12.65;94;+15.85;102;+17.88;110;+28.49;118;+30.51;125;+53.92;128;+55.53;132;+57.63;136;+58.19;140;+44.84;148;+30.90;152;+20.61;158;+10.22;166;+10.22;166;+10.22;166;+10.22;166;+10.22;166;+10.22;166;+10.22;166
